name,lat,lon
ג/2,31.25901876753959,34.80821454552629
ג/1,31.259795091328495,34.80789157378307
ג/25,31.25924937613679,34.8093684379288
ג/33,31.257304928062076,34.80936349513942
ג/36,31.257479752134856,34.81097543645483
ג/3,31.258424086022917,34.81033456813541
ג/7,31.254246293593845,34.80562238209446
ג/23,31.255173057164765,34.80269352517175
ג/22,31.255645645767355,34.80447376801521
ג/39,31.25366620631231,34.80952510102066
ג/26,31.253733028011546,34.807552078136126
ג/31,31.256981284833333,34.80855518631908
מ/3,31.257075235088735,34.76512061363872
מ/5,31.257608025263735,34.763648619951695
מ/4,31.25754626331984,34.762845448752756
ו/8,31.270085563990765,34.77867450419508
ו/7,31.27029049985636,34.77770739886426
ו/6,31.269501218550747,34.77622770966115
ו/3,31.265848296164748,34.77013884402837
מ/6,31.259725431219294,34.786928528992185
ד/9,31.26461114392671,34.795184943505376
ד/37,31.266921332859624,34.79977257607303
ד/40,31.260432046684734,34.79408100071544
ד/30,31.259605872179744,34.79162088424955
ד/44,31.262762868275843,34.79067905908117
ד/21,31.263789047840547,34.790689580066086
ד/38,31.26194293411596,34.792736600504405
ד/29,31.263810208148506,34.7923145898524
ד/45,31.263264471280504,34.79274923794248
ד/39,31.26350444456907,34.79274392896919
ד/13,31.26243261409173,34.790523511331905
ד/35,31.270858018428015,34.78834339194031
ד/55,31.271199656525706,34.78676390757055
ד/52,31.270725645460985,34.785602971872066
ד/54,31.271274730282702,34.785205612664114
ד/56,31.271863029546903,34.78707029544196
ד/58,31.272085532803413,34.78758881650964
ד/2,31.272612678986917,34.79391161993408
ד/46,31.270405191913568,34.79410807430082
ד/49,31.26673677352391,34.80145007839854
ד/11,31.262811916661942,34.79216177206055
א/10,31.245592718730727,34.79564251447186
א/18,31.24899415133513,34.797097184168294
א/9,31.25018874725753,34.79703768637625
א/17,31.245919230685686,34.79366214446078
א/1,31.246768579958736,34.79149496616561
א/12,31.247992381647787,34.784890746262306
א/5,31.247841288942702,34.78758361402752
א/16,31.24936378431877,34.78735539539943
א/4,31.250175772174877,34.78571473314903
ה/9,31.248725547268947,34.77942232625763
ה/13,31.248610903861323,34.779619323675554
ה/6,31.25184636228547,34.784126484953326
ה/12,31.251873609991787,34.782862920609695
ה/11,31.250946067310124,34.77792826075243
ה/2,31.25350594901364,34.782604795859896
בא/2,31.257884103861883,34.78325380531475
ב/8,31.25402700122448,34.790085060826144
ב/9,31.255911888028734,34.796369855795255
ר/11,31.271015690780345,34.80623813799708
ר/4,31.27120549653558,34.80892102143243
רמות/5,31.270356722377652,34.80958525103158
ר/3,31.269982841705534,34.80860362855467
רמות/4,31.26982271210132,34.80935727830173
רמות/3,31.269304209008112,34.80912605086266
ר/9,31.26999011551011,34.806774012464885
רמות/2,31.268780106302355,34.80890927116271
רמות/1,31.26825275309162,34.80868059887406
ר/1,31.268345145100458,34.80791292715519
ר/13,31.270695158400052,34.80432322907461
ר/16,31.27323146967088,34.800439962204074
רמות/8,31.273334319881904,34.80886673920324
רמות/9,31.273792281007566,34.808506723377135
רמות/7,31.27287410775427,34.809244467421294
רמות/10,31.274249592418744,34.80813547475001
רמות/11,31.274657261150924,34.807790865442634
רמות/6,31.27239417468436,34.809621573771025
ר/22,31.273943240120698,34.80693080129663
ר/20,31.274476007892662,34.80650257539777
ר/14,31.27170455665817,34.80372551418114
ר/19,31.27296382227055,34.802776814048684
ר/25,31.275715642958694,34.80273257653948
ר/18,31.2741278412025,34.8024465138945
ר/24,31.274632434903477,34.80256689674728
ר/21,31.274596901517658,34.80412536214813
ר/15,31.271494136931047,34.80236497498311
ר/12,31.27184576050346,34.805518128187245
רמות/12,31.27514107819321,34.80743891221859
רמות/13,31.27558942385989,34.80701499565635
רמות/14,31.275929743717672,34.80649105102785
נע/22,31.264930320111098,34.76042949800624
נע/10,31.27010394332717,34.76391170386417
נע/17,31.265940988896062,34.765621094217295
נע/16,31.26698873836135,34.76642075147324
נע/12,31.26978333038101,34.76089550938951
נע/9,31.27043154366449,34.76307320601476
נע/23,31.266575473720863,34.7598450789332
נע/21,31.26613174552384,34.761106810295125
בקע/2,31.22150080671068,34.775540273612215
בקע/15,31.224164193936453,34.77890063064644
בקע/10,31.22358722815691,34.77741030856563
בקע/14,31.225833693964276,34.778600273710296
בקע/5,31.222024800861746,34.77266662491247
בקע/1,31.21975704873006,34.7737241958086
בקע/4,31.221235918487633,34.77181552099574
בקע/11,31.22491299274084,34.77566904385387
בקע/13,31.22400058641293,34.78023540111418
בקע/16,31.22618102453382,34.78026958618983
בקע/8,31.223021734312614,34.7763314487779
בקע/9,31.22380660002828,34.775308716176305
בקע/3,31.22097697785951,34.77435831246853
בקע/6,31.22297747068394,34.773615998506926
נ/2,31.232178625611294,34.79237489744283
נ/1,31.232436933834776,34.78033952964228
רסקו/2,31.24312292192882,34.77973878126436
ע/9,31.235916616945733,34.78438076378237
ע/2,31.23880679263606,34.78472582441554
ע/1,31.23706512785167,34.78175523967562
א/7,31.248259067813294,34.792498504233976
א/14,31.251491909206745,34.786812654407306
א/13,31.250439237888354,34.78998389379084
א/3,31.250493306542758,34.78912882510053
א/15,31.251808316136113,34.78795333167875
א/6,31.246153377334704,34.7942136409243
א/8,31.250630739195945,34.79455329579066
ב/11,31.255636150158182,34.79035467939887
ב/3,31.256696517227628,34.79598888206384
ב/4,31.254957205251166,34.794172548481555
ב/10,31.257290099466726,34.7954034447909
ב/1,31.254601440054902,34.789144361471955
ב/6,31.256567932584208,34.793907172926694
ב/5,31.255031300640407,34.796504199983744
ב/7,31.257517386885826,34.78929479755028
בא/1,31.257924533427218,34.78154786646676
בא/3,31.257905649034473,34.78365612077733
בקע/7,31.222656567401124,34.77515807287162
בקע/12,31.22456434506566,34.78091794721871
רסקו/1,31.242684395733068,34.781822311538626
ע/7,31.24024800915552,34.781617832528454
ע/4,31.23996100884578,34.7833443348166
נע/14,31.26794521707046,34.76235113747462
נע/20,31.263829857875425,34.76264292887028
נע/1,31.27023659491101,34.7717859493022
נע/2,31.26987534700399,34.77095771969016
נע/19,31.265144815517978,34.76361539289798
נע/13,31.269064833141964,34.76190931613685
נע/15,31.268169977369467,34.76446333700196
נע/11,31.26937708435144,34.764872846582755
נע/24,31.265713315426595,34.75778121562299
נע/4,31.270953035306825,34.770979357922975
נע/8,31.272204071647383,34.765673103273166
נע/18,31.264503374654364,34.76437993617972
נע/7,31.2712283692597,34.76754747839228
נע/5,31.271581100086483,34.76952981700266
מ/1,31.256697924375803,34.77330567240371
מ/2,31.25710116149794,34.77341536756271
ר/10,31.26966622563903,34.80529372341239
ר/23,31.275281238708217,34.80526758543588
ר/17,31.274241078531976,34.80089101659463
ר/2,31.269109099018024,34.80830698663173
ר/7,31.27240575256994,34.80672107485568
ג/43,31.25980863959867,34.808851834114385
ג/46,31.250707327698446,34.8019847366436
ג/11,31.251678113097462,34.80657439670065
ג/12,31.252532109222997,34.81001387107806
ג/29,31.24866132376108,34.808126409048036
ה/1,31.255451069421692,34.778034728328265
ה/5,31.249019484640833,34.78262023523014
ו/2,31.26700879905391,34.77078584081809
ו/4,31.26828883527505,34.772319073908115
ו/5,31.26930950261609,34.774894422029675
ה/4,31.2508014168951,34.779181760304894
ד/7,31.26809726739129,34.794869849621044
ד/47,31.267967284641784,34.797090780329356
ד/42,31.267170004376545,34.795007293298205
ד/17,31.261017134568984,34.797025109777856
ד/32,31.26048715560236,34.79658721942292
ד/16,31.26117140531678,34.79533861460369
ד/18,31.260286696980252,34.7935443279932
ד/15,31.260856463003673,34.792919307689225
ד/41,31.25895700789609,34.79293539728743
ד/31,31.26690888470007,34.79395980320844
ד/33,31.264312394693246,34.7952477983951
ד/23,31.264425069963373,34.797073217208485
ד/10,31.262675502644438,34.79446444029791
ד/22,31.262628384131887,34.79742658922053
ד/20,31.266354107958392,34.79299764191056
ע/3,31.237869427832624,34.78549202145533
ע/6,31.23719618223543,34.78899807517671
ג/19,31.252297617733465,34.80494589300327
ג/37,31.25512762306527,34.81009621833144
ג/38,31.2555366726751,34.808716111123296
ד/60,31.271009237744284,34.78339627869414
ד/59,31.269785926295196,34.78503993345316
א/2,31.248898803013077,34.795998974896506
ג/14,31.250194782981033,34.80513943600766
ג/15,31.250113593543155,34.80284195625499
ג/16,31.24870395611259,34.80615343885248
ג/17,31.2482595926079,34.804344707394804
ג/18,31.247643194733712,34.80726405250261
ג/20,31.252913957026212,34.8114628898763
ג/21,31.25624390108874,34.806185188449874
ג/24,31.250285106822076,34.8065675973891
ג/27,31.256160082180855,34.810376580182954
ג/28,31.251041685912586,34.8036954798426
ג/13,31.2497131785058,34.80859870356463
ג/42,31.2581503514953,34.8112338245417
ג/35,31.25901591651729,34.80984301289969
ג/34,31.258119760260758,34.80944356816104
ג/5,31.25558648974078,34.808017291336455
ג/4,31.257155297180596,34.810334234870275
ג/8,31.25491809243003,34.80709070563837
ג/6,31.25453203002349,34.80351950256958
ג/45,31.246572619736142,34.80860552632503
ג/30,31.2520725426748,34.802861136804054
ד/12,31.261599753785895,34.79374784288359
ד/28,31.272166346616917,34.79561867560906
ד/4,31.27097161058065,34.79358614118859
ד/14,31.261658106951334,34.791918842631105
ד/24,31.264973376809476,34.799929369940806
ד/25,31.265849112503943,34.801187987796716
ד/36,31.26888867824758,34.80124748122382
ד/27,31.268304096544465,34.79234526694959
ד/34,31.270712530571632,34.79696238704283
ד/3,31.271428288292395,34.79476675684009
ג/9,31.254769067973402,34.808673395878465
ג/44,31.25707066323885,34.806870170499806
ט/1,31.246592108595287,34.77658768506183
ד/5,31.269205938596908,34.79294107008742
ע/5,31.244391564498393,34.79107009885326
נ/3,31.23143041665712,34.79355825785609
ד/48,31.26920815715024,34.79546348804511
ד/6,31.269363072059775,34.794853197324834
ד/53,31.270308577293584,34.786822716307476
מ/7,31.259574327308762,34.785732046311544
ד/43,31.270060745955504,34.795653002931836
ב/2,31.256487557924995,34.79139583779856
ה/14,31.24791561982049,34.77965608349642
ה/15,31.248154741144646,34.78100817821119
ה/10,31.254812954677238,34.77898084039147
ד/8,31.266566501822826,34.794873021794245
ה/7,31.250463508493947,34.78056992747269
ג/41,31.254182377401456,34.802377706170496
ד/19,31.26837912592752,34.79681043407717
ד/51,31.271307544464268,34.78354119999313
א/11,31.248295164423027,34.78921211848386
ר/6,31.2737507578221,34.807038338981414
ר/5,31.272590789150502,34.80801928023804
ג/32,31.257040400469272,34.80854958152851
ג/10,31.251797270028007,34.802554294443574
ו/1,31.26634159978839,34.76984689895143
ר/8,31.27098784940932,34.80727280610553
ד/26,31.266029333268378,34.80086299931804
ג/48,31.254082930189924,34.81164565599067
ד/57,31.270136648484353,34.78429040783603
ע/11,31.240211395750528,34.79503797994848
ד/50,31.26465677817491,34.79612406051239
ג/50,31.246330438657658,34.80833499252676
ע/10,31.234778836858958,34.78255038884717
ג/40,31.252428282548077,34.808149153736515
ב/12,31.254210461994933,34.788412690017104
